1,2010-02-05,6,2.57,0,0,0,0,0,211.10,8.11,0
1,2010-02-12,4,2.55,0,0,0,0,0,211.24,8.11,1
1,2010-02-19,4,2.51,0,0,0,0,0,211.29,8.11,0
1,2010-02-26,8,2.56,0,0,0,0,0,211.32,8.11,0
1,2010-03-05,8,2.63,0,0,0,0,0,211.35,8.11,0
1,2010-03-12,14,2.67,0,0,0,0,0,211.38,8.11,0
1,2010-03-19,13,2.72,0,0,0,0,0,211.22,8.11,0
1,2010-03-26,11,2.73,0,0,0,0,0,211.02,8.11,0
1,2010-04-02,17,2.72,0,0,0,0,0,210.82,7.81,0
1,2010-04-09,19,2.77,0,0,0,0,0,210.62,7.81,0
1,2010-04-16,19,2.81,0,0,0,0,0,210.49,7.81,0
1,2010-04-23,18,2.80,0,0,0,0,0,210.44,7.81,0
1,2010-04-30,20,2.78,0,0,0,0,0,210.39,7.81,0
1,2010-05-07,23,2.84,0,0,0,0,0,210.34,7.81,0
1,2010-05-14,24,2.85,0,0,0,0,0,210.34,7.81,0
1,2010-05-21,25,2.83,0,0,0,0,0,210.62,7.81,0
1,2010-05-28,27,2.76,0,0,0,0,0,210.90,7.81,0
1,2010-06-04,27,2.71,0,0,0,0,0,211.18,7.81,0
1,2010-06-11,27,2.67,0,0,0,0,0,211.46,7.81,0
1,2010-06-18,29,2.64,0,0,0,0,0,211.45,7.81,0
1,2010-06-25,29,2.65,0,0,0,0,0,211.34,7.81,0
1,2010-07-02,27,2.67,0,0,0,0,0,211.22,7.79,0
1,2010-07-09,27,2.64,0,0,0,0,0,211.11,7.79,0
1,2010-07-16,28,2.62,0,0,0,0,0,211.10,7.79,0
1,2010-07-23,29,2.61,0,0,0,0,0,211.24,7.79,0
1,2010-07-30,28,2.64,0,0,0,0,0,211.37,7.79,0
1,2010-08-06,31,2.63,0,0,0,0,0,211.50,7.79,0
1,2010-08-13,31,2.69,0,0,0,0,0,211.64,7.79,0
1,2010-08-20,30,2.66,0,0,0,0,0,211.60,7.79,0
1,2010-08-27,30,2.62,0,0,0,0,0,211.57,7.79,0
1,2010-09-03,27,2.58,0,0,0,0,0,211.53,7.79,0
1,2010-09-10,26,2.57,0,0,0,0,0,211.50,7.79,1
1,2010-09-17,28,2.58,0,0,0,0,0,211.52,7.79,0
1,2010-09-24,27,2.62,0,0,0,0,0,211.60,7.79,0
1,2010-10-01,22,2.60,0,0,0,0,0,211.67,7.84,0
1,2010-10-08,18,2.63,0,0,0,0,0,211.75,7.84,0
1,2010-10-15,20,2.72,0,0,0,0,0,211.81,7.84,0
1,2010-10-22,21,2.73,0,0,0,0,0,211.86,7.84,0
1,2010-10-29,21,2.72,0,0,0,0,0,211.91,7.84,0
1,2010-11-05,15,2.69,0,0,0,0,0,211.96,7.84,0
1,2010-11-12,15,2.73,0,0,0,0,0,212.00,7.84,0
1,2010-11-19,11,2.77,0,0,0,0,0,211.89,7.84,0
1,2010-11-26,18,2.74,0,0,0,0,0,211.75,7.84,1
1,2010-12-03,10,2.71,0,0,0,0,0,211.61,7.84,0
1,2010-12-10,8,2.84,0,0,0,0,0,211.47,7.84,0
1,2010-12-17,10,2.87,0,0,0,0,0,211.41,7.84,0
1,2010-12-24,11,2.89,0,0,0,0,0,211.41,7.84,0
1,2010-12-31,9,2.94,0,0,0,0,0,211.40,7.84,1
1,2011-01-07,9,2.98,0,0,0,0,0,211.40,7.74,0
1,2011-01-14,2,2.98,0,0,0,0,0,211.46,7.74,0
1,2011-01-21,7,3.02,0,0,0,0,0,211.83,7.74,0
1,2011-01-28,7,3.01,0,0,0,0,0,212.20,7.74,0
1,2011-02-04,6,2.99,0,0,0,0,0,212.57,7.74,0
1,2011-02-11,2,3.02,0,0,0,0,0,212.94,7.74,1
1,2011-02-18,14,3.05,0,0,0,0,0,213.25,7.74,0
1,2011-02-25,17,3.07,0,0,0,0,0,213.54,7.74,0
1,2011-03-04,15,3.29,0,0,0,0,0,213.82,7.74,0
1,2011-03-11,12,3.46,0,0,0,0,0,214.11,7.74,0
1,2011-03-18,17,3.49,0,0,0,0,0,214.36,7.74,0
1,2011-03-25,21,3.47,0,0,0,0,0,214.60,7.74,0
1,2011-04-01,15,3.52,0,0,0,0,0,214.84,7.68,0
1,2011-04-08,20,3.62,0,0,0,0,0,215.07,7.68,0
1,2011-04-15,22,3.74,0,0,0,0,0,215.29,7.68,0
1,2011-04-22,23,3.81,0,0,0,0,0,215.46,7.68,0
1,2011-04-29,22,3.81,0,0,0,0,0,215.63,7.68,0
1,2011-05-06,18,3.91,0,0,0,0,0,215.80,7.68,0
1,2011-05-13,24,3.90,0,0,0,0,0,215.96,7.68,0
1,2011-05-20,20,3.91,0,0,0,0,0,215.73,7.68,0
1,2011-05-27,25,3.79,0,0,0,0,0,215.50,7.68,0
1,2011-06-03,28,3.70,0,0,0,0,0,215.27,7.68,0
1,2011-06-10,28,3.65,0,0,0,0,0,215.04,7.68,0
1,2011-06-17,30,3.64,0,0,0,0,0,215.00,7.68,0
